ngram,total_count,up_count,down_count,polarity_score,polarity
국로/NNG,21,21,0,inf,Hawkish
국물/NNG,15,11,1,11.0,Hawkish
영본/NNG,15,15,0,inf,Hawkish
공아/NNG,238,237,1,237.0,Hawkish
당분간/MAG;위험/NNG,20,8,6,1.3333333333333333,Hawkish
다전/NNG,17,14,1,14.0,Hawkish
외환시장/NNG;약세/NNG,17,8,6,1.3333333333333333,Hawkish
차급/NNG,25,12,7,1.7142857142857142,Hawkish
fed/NNG;양적완화/NNG;축소/NNG;불확실성/NNG,15,9,5,1.8,Hawkish
글로벌/NNG;금리/NNG;안정/NNG,16,9,5,1.8,Hawkish
퇴기/NNG,15,9,5,1.8,Hawkish
양적완화/NNG;축소/NNG;가능성/NNG;크/VV,24,12,7,1.7142857142857142,Hawkish
가계/NNG;부채/NNG;문제/NNG;악화/NNG,51,22,16,1.375,Hawkish
미/NNG;국채/NNG;금리/NNG;급락/NNG,20,8,5,1.6,Hawkish
한계기업/NNG;구조조정/NNG;지연/NNG,32,12,8,1.5,Hawkish
신흥국/NNG;금융위기/NNG;우려/NNG,23,10,6,1.6666666666666667,Hawkish
이전/NNG;양적완화/NNG;축소/NNG,18,7,3,2.3333333333333335,Hawkish
미/NNG;양적완화/NNG;축소/NNG,40,19,10,1.9,Hawkish
불안/NNG;지정학/NNG;위험/NNG,20,9,5,1.8,Hawkish
비세/NNG,16,12,4,3.0,Hawkish
향속/NNG,28,27,0,inf,Hawkish
양적완화/NNG;축소/NNG;지연/NNG,40,17,6,2.8333333333333335,Hawkish
패딩/NNG,16,10,6,1.6666666666666667,Hawkish
불확실성/NNG;점차/MAG;완화/NNG,15,8,6,1.3333333333333333,Hawkish
미/NNG;정책/NNG;불확실성/NNG,18,7,5,1.4,Hawkish
경기/NNG;회복/NNG;위험/NNG,17,11,2,5.5,Hawkish
일시적/VAX;폐쇄/NNG,15,10,3,3.3333333333333335,Hawkish
경기/NNG;둔화/NNG;금융시장/NNG;불안/NNG,19,11,4,2.75,Hawkish
낮/VA;물가/NNG;상승률/NNG;우려/NNG,23,7,3,2.3333333333333335,Hawkish
상승률/NNG;추세/NNG,20,9,6,1.5,Hawkish
폐쇄/NNG;피하/VV,18,13,3,4.333333333333333,Hawkish
전환로/NNG,43,40,1,40.0,Hawkish
실업률/NNG;하락/NNG;최저/NNG,49,17,11,1.5454545454545454,Hawkish
질소/NNG,18,13,4,3.25,Hawkish
부채한도/NNG;늘/VV,16,8,3,2.6666666666666665,Hawkish
금융스트레스/NNG,46,23,15,1.5333333333333334,Hawkish
실업자/NNG;감소/NNG,16,11,3,3.6666666666666665,Hawkish
마이너스프리미엄/NNG,15,8,6,1.3333333333333333,Hawkish
예측액/NNG,226,225,0,inf,Hawkish
전회/NNG,38,35,0,inf,Hawkish
회사채/NNG;수요예측/NNG;성공/NNG,31,16,7,2.2857142857142856,Hawkish
경기/NNG;부진/NNG;일시적/VAX,21,8,6,1.3333333333333333,Hawkish
배배/MAG,54,54,0,inf,Hawkish
권주/NNG,22,13,8,1.625,Hawkish
험/VV,18,13,3,4.333333333333333,Hawkish
경기/NNG;개선/NNG;모멘텀/NNG,17,14,2,7.0,Hawkish
선진국/NNG;경기/NNG;개선/NNG,41,23,9,2.5555555555555554,Hawkish
지수/NNG;연고점/NNG,17,7,3,2.3333333333333335,Hawkish
자산/NNG;매입/NNG;축소/NNG;우려/NNG,32,20,4,5.0,Hawkish
고저/NNG,39,18,13,1.3846153846153846,Hawkish
관리대상계열/NNG,21,19,0,inf,Hawkish
공공기관/NNG;부채/NNG;감축/NNG,32,22,5,4.4,Hawkish
공기업/NNG;부채/NNG;감축/NNG,19,12,5,2.4,Hawkish
양적완화/NNG;축소/NNG;우려/NNG;크/VV,20,8,6,1.3333333333333333,Hawkish
통화/NNG;하락/NNG;방어/NNG,19,10,7,1.4285714285714286,Hawkish
금리/NNG;소폭/MAG;상향/NNG,16,8,3,2.6666666666666665,Hawkish
자본비율/NNG;충족/NNG,21,15,5,3.0,Hawkish
필레/NNG,16,12,3,4.0,Hawkish
시러리/NNG,15,15,0,inf,Hawkish
화목/NNG,19,10,7,1.4285714285714286,Hawkish
화화/NNG,39,39,0,inf,Hawkish
수수수/MAG,52,52,0,inf,Hawkish
숭어/NNG,18,17,1,17.0,Hawkish
금리/NNG;하락/NNG;채권/NNG;강세/NNG,22,18,3,6.0,Hawkish
금리/NNG;상승/NNG;채권/NNG;약세/NNG,21,18,1,18.0,Hawkish
곡물/NNG;가격/NNG;안정/NNG,27,16,9,1.7777777777777777,Hawkish
경기/NNG;판단/NNG;긍정적/VAX,16,8,3,2.6666666666666665,Hawkish
테이퍼링/NNG;불확실성/NNG,29,11,8,1.375,Hawkish
경제/NNG;회복/NNG;강화/NNG,24,9,6,1.5,Hawkish
실업률/NNG;전망/NNG;하향/NNG,19,11,7,1.5714285714285714,Hawkish
부채감축노력/NNG,23,9,5,1.8,Hawkish
하향/NNG;등급/NNG;하향/NNG,48,48,0,inf,Hawkish
수수목/NNG,34,34,0,inf,Hawkish
소비자/NNG;심리/NNG;지수/NNG;개선/NNG,17,10,3,3.3333333333333335,Hawkish
로화/NNG,21,15,4,3.75,Hawkish
금리/NNG;하단/NNG;낮/VA,17,7,5,1.4,Hawkish
고용률/NNG;상승/NNG,19,10,6,1.6666666666666667,Hawkish
분변/NNG,15,9,4,2.25,Hawkish
신흥국/NNG;외환시장/NNG;불안/NNG,17,12,4,3.0,Hawkish
파산제도/NNG,24,18,5,3.6,Hawkish
회사채/NNG;수요예측/NNG;흥행/NNG,36,16,11,1.4545454545454546,Hawkish
신흥국/NNG;통화/NNG;절하/NNG,38,17,12,1.4166666666666667,Hawkish
후강/NNG,17,14,3,4.666666666666667,Hawkish
경제/NNG;경기/NNG;부양/NNG,30,16,9,1.7777777777777777,Hawkish
등에/NNG,15,15,0,inf,Hawkish
협농/NNG,18,18,0,inf,Hawkish
완만/NNG;경기/NNG;개선/NNG,29,14,10,1.4,Hawkish
초과이익환수제/NNG,132,66,29,2.2758620689655173,Hawkish
주개/NNG,88,87,1,87.0,Hawkish
수공/NNG,51,27,20,1.35,Hawkish
신흥국/NNG;금융/NNG;불안/NNG;우려/NNG,15,11,0,inf,Hawkish
경제/NNG;회복/NNG;저해/NNG,39,18,12,1.5,Hawkish
매파/NNG;상승/NNG,28,16,3,5.333333333333333,Hawkish
주택/NNG;호조/NNG,16,12,0,inf,Hawkish
수출/NNG;경기/NNG;부양/NNG,19,12,6,2.0,Hawkish
채권시장/NNG;약세/NNG;압력/NNG,51,24,13,1.8461538461538463,Hawkish
경기/NNG;개선/NNG;금리/NNG;인상/NNG,18,8,6,1.3333333333333333,Hawkish
점차/MAG;매파/NNG,17,10,6,1.6666666666666667,Hawkish
기업/NNG;구조조정/NNG;촉진/NNG,22,10,7,1.4285714285714286,Hawkish
하단/NNG;부담/NNG,17,11,4,2.75,Hawkish
수출/NNG;생산/NNG;부진/NNG,23,14,2,7.0,Hawkish
변동계수/NNG,22,20,0,inf,Hawkish
부정적/VAX;하락/NNG,29,26,2,13.0,Hawkish
전전월/NNG,26,24,1,24.0,Hawkish
유로존/NNG;물가/NNG;하락/NNG,17,7,5,1.4,Hawkish
물가/NNG;전망/NNG;낮/VA,27,15,9,1.6666666666666667,Hawkish
금리/NNG;인하/NNG;마이너스/NNG,22,9,5,1.8,Hawkish
자산유/NNG,24,23,0,inf,Hawkish
채권/NNG;매수포지션/NNG;확대/NNG,15,15,0,inf,Hawkish
상확/NNG,43,39,3,13.0,Hawkish
하향기/NNG,16,12,3,4.0,Hawkish
글로벌/NNG;지정학/NNG;위험/NNG,40,23,6,3.8333333333333335,Hawkish
부진/NNG;수출/NNG;감소/NNG,30,14,9,1.5555555555555556,Hawkish
투기등급/NNG;하향/NNG,16,10,4,2.5,Hawkish
민평/NNG;하회/NNG,17,9,5,1.8,Hawkish
임금/NNG;상승률/NNG;정체/NNG,31,16,7,2.2857142857142856,Hawkish
경제/NNG;전망/NNG;성장률/NNG;전망/NNG;하향/NNG,17,9,2,4.5,Hawkish
인하/NNG;기대/NNG;확산/NNG,22,12,8,1.5,Hawkish
느리/VA;경기/NNG;회복/NNG,30,18,7,2.5714285714285716,Hawkish
남중/NNG,60,45,7,6.428571428571429,Hawkish
심약/NNG,16,16,0,inf,Hawkish
속유/NNG,15,15,0,inf,Hawkish
타이머/NNG,28,14,10,1.4,Hawkish
대외/NNG;지정학/NNG;위험/NNG,17,11,0,inf,Hawkish
티커/NNG,37,28,5,5.6,Hawkish
전망/NNG;안정/NNG;부정적/VAX,24,11,7,1.5714285714285714,Hawkish
경기/NNG;회복/NNG;취약/NNG,20,12,3,4.0,Hawkish
코코본드/NNG,1452,837,345,2.4260869565217393,Hawkish
월점/NNG,31,30,1,30.0,Hawkish
채권시장/NNG;변동성/NNG;제한/NNG,16,7,5,1.4,Hawkish
금리/NNG;커브/NNG;플래트닝/NNG,35,19,9,2.111111111111111,Hawkish
경제주체/NNG;심리/NNG;개선/NNG;미흡/NNG,23,15,7,2.142857142857143,Hawkish
전연/NNG,15,9,5,1.8,Hawkish
종화/NNG,37,19,10,1.9,Hawkish
완적/NNG,16,15,1,15.0,Hawkish
신국/NNG,33,24,5,4.8,Hawkish
금준/NNG,20,20,0,inf,Hawkish
향하/NNG,69,69,0,inf,Hawkish
라프/NNG,27,15,6,2.5,Hawkish
간변/NNG,42,42,0,inf,Hawkish
소비자/NNG;태도/NNG;지수/NNG;호조/NNG,48,19,14,1.3571428571428572,Hawkish
중속/NNG,60,25,13,1.9230769230769231,Hawkish
완만/NNG;속도/NNG;확대/NNG,18,10,7,1.4285714285714286,Hawkish
글로벌/NNG;안전자산/NNG;선호/NNG;완화/NNG,15,15,0,inf,Hawkish
우려/NNG;저성장/NNG,15,7,5,1.4,Hawkish
캡티브/NNG,129,86,28,3.0714285714285716,Hawkish
신용/NNG;전망/NNG;부정적/VAX,15,9,5,1.8,Hawkish
저하/NNG;추세/NNG,29,22,6,3.6666666666666665,Hawkish
글로벌/NNG;투자심리/NNG;개선/NNG,15,7,2,3.5,Hawkish
금리/NNG;전망/NNG;금리/NNG;인상/NNG,15,10,5,2.0,Hawkish
양적/VAX;질적/VAX;금융/NNG;완화/NNG,70,32,24,1.3333333333333333,Hawkish
물가/NNG;상승률/NNG;개선/NNG,17,12,2,6.0,Hawkish
임금/NNG;상승률/NNG;개선/NNG,17,7,4,1.75,Hawkish
환태평양/NNG,38,20,14,1.4285714285714286,Hawkish
망전/NNG,15,15,0,inf,Hawkish
유가/NNG;하방/NNG;압력/NNG,17,8,4,2.0,Hawkish
글로벌/NNG;저성장/NNG;우려/NNG,25,13,8,1.625,Hawkish
자금/NNG;유출/NNG;우려/NNG;완화/NNG,19,11,4,2.75,Hawkish
예상/NNG;달리/MAG;비둘기/NNG,18,7,4,1.75,Hawkish
권대/NNG,17,9,3,3.0,Hawkish
구족/NNG,27,15,6,2.5,Hawkish
후구퉁/NNG,227,101,64,1.578125,Hawkish
양로/NNG,50,31,12,2.5833333333333335,Hawkish
노동/NNG;생산성/NNG;하락/NNG,16,10,3,3.3333333333333335,Hawkish
구조개혁/NNG;경제/NNG;활성화/NNG,28,13,9,1.4444444444444444,Hawkish
약채/NNG,40,28,5,5.6,Hawkish
유가/NNG;회복/NNG,85,37,23,1.608695652173913,Hawkish
미/NNG;금리/NNG;인상/NNG;경계/NNG,19,10,6,1.6666666666666667,Hawkish
저물가/NNG;금리/NNG;인상/NNG,16,11,5,2.2,Hawkish
민간/NNG;고용/NNG;호조/NNG,86,38,27,1.4074074074074074,Hawkish
매이/NNG,40,16,11,1.4545454545454546,Hawkish
을미/NNG,27,15,6,2.5,Hawkish
기경/NNG,16,9,3,3.0,Hawkish
외직/NNG,22,12,7,1.7142857142857142,Hawkish
과과/NNG,38,38,0,inf,Hawkish
수출국/NNG;경기/NNG;둔화/NNG,16,7,4,1.75,Hawkish
시시시/NNG,40,40,0,inf,Hawkish
발행희망금액/NNG,22,22,0,inf,Hawkish
황조/NNG,18,17,1,17.0,Hawkish
별잔/NNG,20,20,0,inf,Hawkish
동분/NNG,33,31,1,31.0,Hawkish
매크로/NNG;위험/NNG,35,17,8,2.125,Hawkish
인플레이션/NNG;기대/NNG;하락/NNG,45,21,16,1.3125,Hawkish
사평/NNG,34,34,0,inf,Hawkish
재형/NNG,92,52,23,2.260869565217391,Hawkish
가교프로그램/NNG,26,13,0,inf,Hawkish
낙관론/NNG;약화/NNG,35,20,6,3.3333333333333335,Hawkish
임금/NNG;상승률/NNG;호조/NNG,16,10,6,1.6666666666666667,Hawkish
다트/NNG,46,39,4,9.75,Hawkish
비유동자산/NNG,26,18,7,2.5714285714285716,Hawkish
비유동부채/NNG,21,20,0,inf,Hawkish
유로존/NNG;미약/NNG;개선/NNG,25,14,10,1.4,Hawkish
채무재조정/NNG;불확실성/NNG,18,12,5,2.4,Hawkish
지지지지/MAG,46,46,0,inf,Hawkish
신흥국/NNG;통화/NNG;급락/NNG,75,33,23,1.434782608695652,Hawkish
테이퍼링/NNG;충격/NNG,27,9,6,1.5,Hawkish
유로존/NNG;완만/NNG;개선/NNG,21,12,8,1.5,Hawkish
단판/MAG,73,72,1,72.0,Hawkish
완화/NNG;않/VX,19,10,3,3.3333333333333335,Hawkish
현현/NNG,33,33,0,inf,Hawkish
물가/NNG;상승률/NNG;저유가/NNG;영향/NNG;낮/VA,39,21,16,1.3125,Hawkish
유로존/NNG;개선/NNG,57,30,18,1.6666666666666667,Hawkish
상향/NNG;등급/NNG;하향/NNG,18,18,0,inf,Hawkish
신흥국/NNG;부도/NNG;위험/NNG,27,13,9,1.4444444444444444,Hawkish
재무/NNG;부담/NNG;확대/NNG,30,23,2,11.5,Hawkish
안전자산/NNG;매수/NNG;상승/NNG,33,16,8,2.0,Hawkish
유동성/NNG;공급/NNG;중단/NNG,21,10,3,3.3333333333333335,Hawkish
긴축안/NNG;반대/NNG,21,10,7,1.4285714285714286,Hawkish
손상차손/NNG,89,42,20,2.1,Hawkish
중진국함정/NNG,17,6,4,1.5,Hawkish
미/NNG;금리/NNG;인상/NNG;지연/NNG,64,35,22,1.5909090909090908,Hawkish
지동/NNG,15,13,0,inf,Hawkish
인플레이션/NNG;하방/NNG;압력/NNG,23,13,8,1.625,Hawkish
양적질적완화/NNG,34,24,4,6.0,Hawkish
상방/NNG;압력/NNG,32,14,10,1.4,Hawkish
유가/NNG;공급/NNG;과잉/NNG;우려/NNG,62,29,19,1.5263157894736843,Hawkish
모디노믹스/NNG,54,26,16,1.625,Hawkish
단기/NNG;금리/NNG;마이너스/NNG,34,16,9,1.7777777777777777,Hawkish
금융시장/NNG;변동성/NNG;증대/NNG;신흥국/NNG;성장/NNG,16,11,4,2.75,Hawkish
변동성/NNG;증대/NNG;신흥국/NNG;성장/NNG;약화/NNG,16,11,4,2.75,Hawkish
권자/NNG,23,20,1,20.0,Hawkish
태주/NNG,44,27,10,2.7,Hawkish
좌주/NNG,32,31,1,31.0,Hawkish
절하/NNG;없/VA,23,14,6,2.3333333333333335,Hawkish
미하/NNG,19,17,2,8.5,Hawkish
원자재/NNG;가격/NNG;하락/NNG;경기/NNG;둔화/NNG,16,9,6,1.5,Hawkish
신흥국/NNG;금리/NNG;상승/NNG,21,9,3,3.0,Hawkish
시니어론/NNG,367,290,34,8.529411764705882,Hawkish
발개위/NNG,116,59,37,1.5945945945945945,Hawkish
충분/NNG;외화/NNG;유동성/NNG;확보/NNG,17,8,5,1.6,Hawkish
절하/NNG;우려/NNG,98,47,28,1.6785714285714286,Hawkish
미달액/NNG,55,52,1,52.0,Hawkish
절하/NNG;충격/NNG,35,30,3,10.0,Hawkish
드레드/NNG,72,72,0,inf,Hawkish
비금/NNG,35,33,1,33.0,Hawkish
태경/NNG,25,17,2,8.5,Hawkish
노루/NNG,15,15,0,inf,Hawkish
권기/NNG,21,15,2,7.5,Hawkish
재정위기/NNG;확대/NNG,15,6,4,1.5,Hawkish
테이퍼/NNG,224,97,68,1.4264705882352942,Hawkish
힘내/VV,41,21,13,1.6153846153846154,Hawkish
절하/NNG;금리/NNG;인상/NNG,60,43,14,3.0714285714285716,Hawkish
결시/NNG,21,13,6,2.1666666666666665,Hawkish
평부/NNG,22,22,0,inf,Hawkish
간간/NNG,35,35,0,inf,Hawkish
화토/NNG,39,39,0,inf,Hawkish
금리/NNG;연저점/NNG,30,13,5,2.6,Hawkish
추경/NNG;늘/VV,15,8,4,2.0,Hawkish
대외/NNG;경제/NNG;여건/NNG;비추/VV;성장/NNG,26,16,8,2.0,Hawkish
경기/NNG;둔화/NNG;유가/NNG;하락/NNG,29,13,7,1.8571428571428572,Hawkish
로컬통화/NNG,58,52,5,10.4,Hawkish
원달/NNG,17,9,4,2.25,Hawkish
fed/NNG;금융위기/NNG;금리/NNG;인상/NNG,17,7,5,1.4,Hawkish
나신/VV,26,25,0,inf,Hawkish
현손/NNG,16,16,0,inf,Hawkish
흥통/NNG,103,59,30,1.9666666666666666,Hawkish
별주/NNG,210,210,0,inf,Hawkish
부채기업/NNG,59,29,19,1.5263157894736843,Hawkish
총사/NNG,40,18,12,1.5,Hawkish
시/VA,18,9,3,3.0,Hawkish
역연/NNG,22,22,0,inf,Hawkish
좀비기업/NNG,246,134,79,1.6962025316455696,Hawkish
공유제/NNG,23,15,3,5.0,Hawkish
회채/NNG,16,16,0,inf,Hawkish
금리/NNG;인상/NNG;전망/NNG;후퇴/NNG,57,24,16,1.5,Hawkish
부진/NNG;fed/NNG;금리/NNG;오르/VV,21,11,4,2.75,Hawkish
민간/NNG;부채/NNG;증가/NNG,26,12,9,1.3333333333333333,Hawkish
대외/NNG;경제/NNG;불안/NNG,17,9,4,2.25,Hawkish
지급여력금액/NNG,26,14,7,2.0,Hawkish
금리/NNG;인상/NNG;지연/NNG;기대/NNG;상승/NNG,20,14,6,2.3333333333333335,Hawkish
금리/NNG;위험/NNG;신용위험/NNG,15,13,2,6.5,Hawkish
신흥국/NNG;신용위험/NNG,19,10,5,2.0,Hawkish
물가/NNG;부진/NNG,255,127,79,1.6075949367088607,Hawkish
중위수/NNG,17,12,3,4.0,Hawkish
이모티콘/NNG,39,15,8,1.875,Hawkish
미남/NNG,34,30,2,15.0,Hawkish
재량지출/NNG,35,15,11,1.3636363636363635,Hawkish
소판/NNG,22,8,5,1.6,Hawkish
자생적/VAX;경기/NNG;회복/NNG,15,9,4,2.25,Hawkish
재정/NNG;부양/NNG,98,46,29,1.5862068965517242,Hawkish
하단/NNG;방어/NNG,17,9,6,1.5,Hawkish
근거지/NNG,29,8,5,1.6,Hawkish
수출/NNG;감소/NNG;축소/NNG,18,9,5,1.8,Hawkish
하락/NNG;재정/NNG;적자/NNG,15,8,3,2.6666666666666665,Hawkish
전망/NNG;재정/NNG;적자/NNG,20,10,6,1.6666666666666667,Hawkish
주대각선/NNG,27,27,0,inf,Hawkish
건설/NNG;경기/NNG;호조/NNG,25,15,6,2.5,Hawkish
정치/NNG;위험/NNG;완화/NNG,22,12,4,3.0,Hawkish
금리/NNG;인상/NNG;속도/NNG;늦/VA,34,16,10,1.6,Hawkish
재무약정/NNG,47,35,7,5.0,Hawkish
벌거벗/VV,33,30,2,15.0,Hawkish
정기신/NNG,15,14,1,14.0,Hawkish
경기/NNG;개선/NNG;긍정적/VAX,25,14,7,2.0,Hawkish
fed/NNG;금리/NNG;인상/NNG;지지/NNG,183,75,42,1.7857142857142858,Hawkish
지정학/NNG;위험/NNG;금리/NNG;인상/NNG,20,12,2,6.0,Hawkish
마이너스금리/NNG;확대/NNG,157,74,48,1.5416666666666667,Hawkish
가양/NNG,20,11,7,1.5714285714285714,Hawkish
가성비/NNG,40,19,11,1.7272727272727273,Hawkish
인상/NNG;금리/NNG;인상/NNG;금리/NNG;인상/NNG,28,27,1,27.0,Hawkish
전망/NNG;국채/NNG;금리/NNG;상승/NNG,17,9,6,1.5,Hawkish
느리/VA;속도/NNG;금리/NNG;인상/NNG,41,20,8,2.5,Hawkish
금융시스템/NNG;충격/NNG,20,11,6,1.8333333333333333,Hawkish
통화정책/NNG;제약/NNG,33,16,11,1.4545454545454546,Hawkish
안위/NNG,22,16,5,3.2,Hawkish
크레딧/NNG;투자심리/NNG;저하/NNG,16,16,0,inf,Hawkish
신용등급/NNG;등급/NNG;전망/NNG;안정/NNG,24,16,7,2.2857142857142856,Hawkish
탄핵/NNG;위험/NNG,15,10,0,inf,Hawkish
포모사본드/NNG,69,28,17,1.6470588235294117,Hawkish
통화/NNG;완화/NNG;확대/NNG,18,11,3,3.6666666666666665,Hawkish
시린/VA,16,9,6,1.5,Hawkish
성선/NNG,16,7,4,1.75,Hawkish
계좌이동제/NNG,428,194,141,1.375886524822695,Hawkish
채권/NNG;일드커브/NNG;스티프닝/NNG,16,12,3,4.0,Hawkish
회사채/NNG;수익률/NNG;하락/NNG,57,30,19,1.5789473684210527,Hawkish
해파리/NNG,16,11,4,2.75,Hawkish
자국/NNG;통화/NNG;급락/NNG,15,8,5,1.6,Hawkish
유로존/NNG;마이너스/NNG,30,16,5,3.2,Hawkish
완화정책/NNG;벗어나/VV,17,10,1,10.0,Hawkish
둔화/NNG;불확실성/NNG,17,8,4,2.0,Hawkish
전망/NNG;저성장/NNG,17,8,4,2.0,Hawkish
통화정책/NNG;당분간/MAG;완화/NNG,16,6,3,2.0,Hawkish
경기/NNG;둔화/NNG;수출/NNG;부진/NNG,17,9,6,1.5,Hawkish
연회/NNG,21,14,5,2.8,Hawkish
부채/NNG;듀레이션/NNG;확대/NNG,17,11,4,2.75,Hawkish
전망/NNG;후퇴/NNG,35,16,9,1.7777777777777777,Hawkish
둔화/NNG;위안/NNG;약세/NNG,16,7,4,1.75,Hawkish
개기/NNG,22,12,7,1.7142857142857142,Hawkish
대창/NNG,23,12,3,4.0,Hawkish
예상/NNG;부합/NNG;금리/NNG;인상/NNG,17,11,6,1.8333333333333333,Hawkish
득민/NNG,18,18,0,inf,Hawkish
우려/NNG;국제/NNG;유가/NNG;급락/NNG,20,10,6,1.6666666666666667,Hawkish
유로존/NNG;금리/NNG;상승/NNG,16,11,3,3.6666666666666665,Hawkish
잠재/NNG;부실/NNG;위험/NNG,16,8,6,1.3333333333333333,Hawkish
채권/NNG;거래/NNG;줄/VV,19,11,3,3.6666666666666665,Hawkish
완화정책/NNG;실망/NNG,19,11,6,1.8333333333333333,Hawkish
수소탄/NNG,108,103,1,103.0,Hawkish
석인/NNG,18,6,4,1.5,Hawkish
글로벌/NNG;수요/NNG;위축/NNG,16,7,5,1.4,Hawkish
불황형/NNG;무역/NNG;흑자/NNG,19,12,4,3.0,Hawkish
전망/NNG;하향/NNG;전망/NNG;하향/NNG,30,30,0,inf,Hawkish
금리/NNG;인하/NNG;전망/NNG;철회/NNG,15,7,4,1.75,Hawkish
불안/NNG;국제/NNG;유가/NNG;급락/NNG,23,17,3,5.666666666666667,Hawkish
위험/NNG;회피/NNG;크/VV,19,9,6,1.5,Hawkish
가격/NNG;약세/NNG;압력/NNG,15,6,4,1.5,Hawkish
의구심/NNG;확대/NNG,15,5,3,1.6666666666666667,Hawkish
절하/NNG;방어/NNG,17,8,5,1.6,Hawkish
중하순/NNG,16,8,4,2.0,Hawkish
fed/NNG;매파/NNG;금리/NNG;인상/NNG,56,21,13,1.6153846153846154,Hawkish
물가/NNG;하락/NNG;일시적/VAX,17,10,5,2.0,Hawkish
노녹인/NNG,17,9,6,1.5,Hawkish
구조조정/NNG;우려/NNG,31,23,7,3.2857142857142856,Hawkish
민평/NNG;하단/NNG,45,45,0,inf,Hawkish
금작/NNG,33,33,0,inf,Hawkish
자본/NNG;유출/NNG;증가/NNG,17,7,4,1.75,Hawkish
경기/NNG;회복/NNG;더디/VV,37,16,10,1.6,Hawkish
연어/NNG,24,9,5,1.8,Hawkish
시누/NNG,21,18,1,18.0,Hawkish
민간섹터/NNG,19,11,5,2.2,Hawkish
자기주/NNG,18,18,0,inf,Hawkish
유이/NNG,18,12,5,2.4,Hawkish
산탄데르은행/NNG,42,24,11,2.1818181818181817,Hawkish
ecb/NNG;금리/NNG;마이너스/NNG,18,10,6,1.6666666666666667,Hawkish
수익성/NNG;방어/NNG,34,15,8,1.875,Hawkish
지원주체/NNG,15,10,2,5.0,Hawkish
신규주/NNG,15,8,5,1.6,Hawkish
채굴장비/NNG,274,125,88,1.4204545454545454,Hawkish
유가/NNG;산유국/NNG;감산/NNG,42,22,13,1.6923076923076923,Hawkish
은행/NNG;시스템/NNG;위험/NNG,26,11,8,1.375,Hawkish
통화/NNG;완화정책/NNG;한계/NNG,24,11,3,3.6666666666666665,Hawkish
채권/NNG;금리/NNG;안전자산/NNG;선호/NNG,16,12,2,6.0,Hawkish
인하/NNG;중단/NNG,17,12,5,2.4,Hawkish
시브/NNG,24,9,6,1.5,Hawkish
턴불/NNG,19,9,2,4.5,Hawkish
스타트업기업/NNG,55,33,17,1.9411764705882353,Hawkish
축월/NNG,15,15,0,inf,Hawkish
건전성/NNG;향상/NNG,15,10,3,3.3333333333333335,Hawkish
신용/NNG;부정적/VAX,16,8,4,2.0,Hawkish
금리/NNG;인상/NNG;낮/VV,23,15,6,2.5,Hawkish
전망/NNG;성장/NNG;둔화/NNG,16,9,4,2.25,Hawkish
상향/NNG;전망/NNG;상향/NNG,28,28,0,inf,Hawkish
중도/NNG;매파/NNG,19,10,4,2.5,Hawkish
은은/NNG,16,15,1,15.0,Hawkish
물가/NNG;상승/NNG;약화/NNG,16,5,2,2.5,Hawkish
투자/NNG;수요/NNG;개선/NNG,16,15,1,15.0,Hawkish
마이너스금리/NNG;인하/NNG,15,7,3,2.3333333333333335,Hawkish
달러인덱스/NNG;급락/NNG,19,9,6,1.5,Hawkish
fed/NNG;금리/NNG;인상/NNG;가능성/NNG;약화/NNG,52,29,11,2.6363636363636362,Hawkish
마이너스금리/NNG;부정적/VAX,17,7,5,1.4,Hawkish
경제/NNG;충분히/MAG;강하/VA,16,10,3,3.3333333333333335,Hawkish
다자개발은행/NNG,24,12,8,1.5,Hawkish
물가/NNG;상승률/NNG;농산물/NNG;가격/NNG;상승/NNG,15,10,5,2.0,Hawkish
기실/MAG,18,15,3,5.0,Hawkish
채권/NNG;매입/NNG;양적완화/NNG,24,10,7,1.4285714285714286,Hawkish
약화/NNG;낮/VA,15,7,4,1.75,Hawkish
부실채권/NNG;비율/NNG;높/VA,15,8,6,1.3333333333333333,Hawkish
글로벌/NNG;교역/NNG;둔화/NNG,19,9,6,1.5,Hawkish
국제결제비중/NNG,17,11,5,2.2,Hawkish
원화채권/NNG;금리/NNG;상승/NNG;압력/NNG,16,11,3,3.6666666666666665,Hawkish
정보산업/NNG,17,11,3,3.6666666666666665,Hawkish
아파트실거래가격지수/NNG,19,12,7,1.7142857142857142,Hawkish
구슬/NNG,19,12,7,1.7142857142857142,Hawkish
방정/NNG,27,12,3,4.0,Hawkish
스모그/NNG,31,18,6,3.0,Hawkish
정책/NNG;효과/NNG;제한/NNG,17,7,5,1.4,Hawkish
어렵/VA;유가/NNG;상승/NNG,16,12,2,6.0,Hawkish
통화정책/NNG;확대/NNG,16,10,3,3.3333333333333335,Hawkish
구조조정/NNG;성장/NNG,17,8,5,1.6,Hawkish
가격/NNG;상승/NNG;긍정적/VAX,20,10,5,2.0,Hawkish
진행시/NNG,20,12,6,2.0,Hawkish
할할/MAG,15,15,0,inf,Hawkish
화공품/NNG,17,11,2,5.5,Hawkish
변동성/NNG;크/VV;금리/NNG;인상/NNG,15,8,5,1.6,Hawkish
fed/NNG;금리/NNG;인상/NNG;속도/NNG;경계/NNG,15,9,5,1.8,Hawkish
미생/NNG,24,13,4,3.25,Hawkish
마이너스금리/NNG;부작용/NNG,39,17,9,1.8888888888888888,Hawkish
